Class,Course,TermName,ClassAveLetter,ClassAveNum,Credits,
PHGY213-202301,PHGY213,W2023,B+,3.3,1,
PHGY213-202401,PHGY213,W2024,A-,3.7,1,
PHGY311-201409,PHGY311,F2014,B,3.0,3,
PHGY311-201609,PHGY311,F2016,B,3.0,3,
PHGY311-201709,PHGY311,F2017,B-,2.7,3,
PHGY311-201809,PHGY311,F2018,B-,2.7,3,
PHGY311-201909,PHGY311,F2019,B,3.0,3,
PHGY311-202009,PHGY311,F2020,A-,3.7,3,
PHGY311-202109,PHGY311,F2021,A-,3.7,3,
PHGY311-202209,PHGY311,F2022,A-,3.7,3,
PHGY311-202309,PHGY311,F2023,A-,3.7,3,
PHGY312-201501,PHGY312,W2015,B,3.0,3,
PHGY312-201701,PHGY312,W2017,B,3.0,3,
PHGY312-201801,PHGY312,W2018,B-,2.7,3,
PHGY312-201901,PHGY312,W2019,B-,2.7,3,
PHGY312-202101,PHGY312,W2021,B+,3.3,3,
PHGY312-202201,PHGY312,W2022,B-,2.7,3,
PHGY312-202301,PHGY312,W2023,B-,2.7,3,
PHGY312-202401,PHGY312,W2024,B-,2.7,3,
PHGY313-201501,PHGY313,W2015,B+,3.3,3,
PHGY313-201701,PHGY313,W2017,B+,3.3,3,
PHGY313-201801,PHGY313,W2018,B,3.0,3,
PHGY313-201901,PHGY313,W2019,B+,3.3,3,
PHGY313-202101,PHGY313,W2021,A-,3.7,3,
PHGY313-202201,PHGY313,W2022,B+,3.3,3,
PHGY313-202301,PHGY313,W2023,B,3.0,3,
PHGY313-202401,PHGY313,W2024,B,3.0,3,
PHGY314-201409,PHGY314,F2014,B+,3.3,3,
PHGY314-201609,PHGY314,F2016,B+,3.3,3,
PHGY314-201709,PHGY314,F2017,B,3.0,3,
PHGY314-201809,PHGY314,F2018,B,3.0,3,
PHGY314-201909,PHGY314,F2019,B+,3.3,3,
PHGY314-202009,PHGY314,F2020,A-,3.7,3,
PHGY314-202109,PHGY314,F2021,B,3.0,3,
PHGY314-202209,PHGY314,F2022,B,3.0,3,
PHGY314-202309,PHGY314,F2023,B+,3.3,3,
PHGY425-201809,PHGY425,F2018,A,4.0,3,
PHGY425-201909,PHGY425,F2019,A-,3.7,3,
PHGY461D2-201801,PHGY461D2,W2018,A,4.0,4.5,
PHGY502-202201,PHGY502,W2022,A-,3.7,3,
PHGY513-202301,PHGY513,W2023,A,4.0,3,
PHGY518-201609,PHGY518,F2016,A-,3.7,3,
PHGY518-201909,PHGY518,F2019,A,4.0,3,
PHGY518-202309,PHGY518,F2023,A-,3.7,3,
PHIL200-201309,PHIL200,F2013,B,3.0,3,
PHIL200-201409,PHIL200,F2014,B,3.0,3,
PHIL200-201509,PHIL200,F2015,B+,3.3,3,
PHIL200-201609,PHIL200,F2016,A-,3.7,3,
PHIL200-201709,PHIL200,F2017,B+,3.3,3,
PHIL200-201809,PHIL200,F2018,B+,3.3,3,
PHIL200-201909,PHIL200,F2019,B+,3.3,3,
PHIL200-202009,PHIL200,F2020,B+,3.3,3,
PHIL200-202109,PHIL200,F2021,A-,3.7,3,
PHIL200-202209,PHIL200,F2022,A-,3.7,3,
PHIL201-201401,PHIL201,W2014,B+,3.3,3,
PHIL201-201501,PHIL201,W2015,B+,3.3,3,
PHIL201-201601,PHIL201,W2016,B,3.0,3,
PHIL201-201701,PHIL201,W2017,B,3.0,3,
PHIL201-201801,PHIL201,W2018,A-,3.7,3,
PHIL201-201901,PHIL201,W2019,A,4.0,3,
PHIL201-202101,PHIL201,W2021,A-,3.7,3,
PHIL201-202201,PHIL201,W2022,B+,3.3,3,
PHIL201-202401,PHIL201,W2024,A,4.0,3,
PHIL202-202301,PHIL202,W2023,A-,3.7,3,
PHIL202-202309,PHIL202,F2023,A-,3.7,3,
PHIL210-201209,PHIL210,F2012,B-,2.7,3,
PHIL210-201309,PHIL210,F2013,C,2.0,3,
PHIL210-201409,PHIL210,F2014,A-,3.7,3,
PHIL210-201509,PHIL210,F2015,B-,2.7,3,
PHIL210-201605,PHIL210,S2016,B,3.0,3,
PHIL210-201609,PHIL210,F2016,B+,3.3,3,
PHIL210-201705,PHIL210,S2017,B-,2.7,3,
PHIL210-201709,PHIL210,F2017,B+,3.3,3,
PHIL210-201805,PHIL210,S2018,B+,3.3,3,
PHIL210-201809,PHIL210,F2018,B+,3.3,3,
PHIL210-201905,PHIL210,S2019,B+,3.3,3,
PHIL210-201909,PHIL210,F2019,B,3.0,3,
PHIL210-202005,PHIL210,S2020,A-,3.7,3,
PHIL210-202009,PHIL210,F2020,A-,3.7,3,
PHIL210-202105,PHIL210,S2021,B,3.0,3,
PHIL210-202109,PHIL210,F2021,B,3.0,3,
PHIL210-202205,PHIL210,S2022,B+,3.3,3,
PHIL210-202209,PHIL210,F2022,B,3.0,3,
PHIL210-202305,PHIL210,S2023,B,3.0,3,
PHIL210-202309,PHIL210,F2023,B+,3.3,3,
PHIL210-202405,PHIL210,S2024,B+,3.3,3,
PHIL221-201501,PHIL221,W2015,A-,3.7,3,
PHIL221-201601,PHIL221,W2016,A,4.0,3,
PHIL221-201701,PHIL221,W2017,B+,3.3,3,
PHIL221-201801,PHIL221,W2018,B+,3.3,3,
PHIL221-201901,PHIL221,W2019,A-,3.7,3,
PHIL221-201909,PHIL221,F2019,B+,3.3,3,
PHIL221-202009,PHIL221,F2020,A-,3.7,3,
PHIL221-202101,PHIL221,W2021,A,4.0,3,
PHIL221-202109,PHIL221,F2021,B,3.0,3,
PHIL221-202209,PHIL221,F2022,B+,3.3,3,
PHIL221-202401,PHIL221,W2024,B+,3.3,3,
PHIL230-201109,PHIL230,F2011,B-,2.7,3,
PHIL230-201609,PHIL230,F2016,B-,2.7,3,
PHIL230-201709,PHIL230,F2017,B-,2.7,3,
PHIL230-201809,PHIL230,F2018,B,3.0,3,
PHIL230-201909,PHIL230,F2019,B+,3.3,3,
PHIL230-202009,PHIL230,F2020,B+,3.3,3,
PHIL230-202109,PHIL230,F2021,B+,3.3,3,
PHIL230-202209,PHIL230,F2022,B+,3.3,3,
PHIL230-202309,PHIL230,F2023,B+,3.3,3,
PHIL237-201201,PHIL237,W2012,B-,2.7,3,
PHIL237-201501,PHIL237,W2015,B,3.0,3,
PHIL237-201601,PHIL237,W2016,B,3.0,3,
PHIL237-201605,PHIL237,S2016,B+,3.3,3,
PHIL237-201701,PHIL237,W2017,B+,3.3,3,
PHIL237-201705,PHIL237,S2017,B+,3.3,3,
PHIL237-201801,PHIL237,W2018,B,3.0,3,
PHIL237-201805,PHIL237,S2018,B,3.0,3,
PHIL237-201901,PHIL237,W2019,B+,3.3,3,
PHIL237-202005,PHIL237,S2020,A-,3.7,3,
PHIL237-202101,PHIL237,W2021,B+,3.3,3,
PHIL237-202201,PHIL237,W2022,B+,3.3,3,
PHIL237-202205,PHIL237,S2022,A,4.0,3,
PHIL237-202301,PHIL237,W2023,B+,3.3,3,
PHIL237-202305,PHIL237,S2023,A-,3.7,3,
PHIL237-202401,PHIL237,W2024,B+,3.3,3,
PHIL237-202405,PHIL237,S2024,A-,3.7,3,
PHIL240-201409,PHIL240,F2014,B,3.0,3,
PHIL240-201509,PHIL240,F2015,B,3.0,3,
PHIL240-201701,PHIL240,W2017,B,3.0,3,
PHIL240-201709,PHIL240,F2017,B,3.0,3,
PHIL240-201809,PHIL240,F2018,B-,2.7,3,
PHIL240-201909,PHIL240,F2019,A-,3.7,3,
PHIL240-202101,PHIL240,W2021,B,3.0,3,
PHIL240-202201,PHIL240,W2022,B,3.0,3,
PHIL240-202401,PHIL240,W2024,B+,3.3,3,
PHIL242-201509,PHIL242,F2015,B,3.0,3,
PHIL242-201609,PHIL242,F2016,B,3.0,3,
PHIL242-201709,PHIL242,F2017,B-,2.7,3,
PHIL242-201809,PHIL242,F2018,B,3.0,3,
PHIL242-201909,PHIL242,F2019,B+,3.3,3,
PHIL242-202009,PHIL242,F2020,A-,3.7,3,
PHIL242-202109,PHIL242,F2021,B+,3.3,3,
PHIL242-202209,PHIL242,F2022,B,3.0,3,
PHIL242-202309,PHIL242,F2023,B,3.0,3,
PHIL306-201409,PHIL306,F2014,B,3.0,3,
PHIL306-201601,PHIL306,W2016,B,3.0,3,
PHIL306-201609,PHIL306,F2016,B+,3.3,3,
PHIL306-201801,PHIL306,W2018,B+,3.3,3,
PHIL306-201901,PHIL306,W2019,A-,3.7,3,
PHIL306-201909,PHIL306,F2019,B,3.0,3,
PHIL306-202009,PHIL306,F2020,B+,3.3,3,
PHIL306-202109,PHIL306,F2021,A-,3.7,3,
PHIL306-202209,PHIL306,F2022,A-,3.7,3,
PHIL306-202309,PHIL306,F2023,B,3.0,3,
PHIL310-201701,PHIL310,W2017,A-,3.7,3,
PHIL310-201801,PHIL310,W2018,B+,3.3,3,
PHIL310-201901,PHIL310,W2019,A-,3.7,3,
PHIL311-201809,PHIL311,F2018,B+,3.3,3,
PHIL327-201801,PHIL327,W2018,B+,3.3,3,
PHIL327-201909,PHIL327,F2019,B,3.0,3,
PHIL327-202309,PHIL327,F2023,A,4.0,3,
PHIL334-201509,PHIL334,F2015,B,3.0,3,
PHIL334-201701,PHIL334,W2017,B,3.0,3,
PHIL334-201801,PHIL334,W2018,B,3.0,3,
PHIL334-201901,PHIL334,W2019,B,3.0,3,
PHIL334-202101,PHIL334,W2021,A-,3.7,3,
PHIL334-202201,PHIL334,W2022,B+,3.3,3,
PHIL334-202301,PHIL334,W2023,B+,3.3,3,
PHIL334-202401,PHIL334,W2024,A-,3.7,3,
PHIL336-201909,PHIL336,F2019,B,3.0,3,
PHIL336-202309,PHIL336,F2023,B+,3.3,3,
PHIL341-201209,PHIL341,F2012,B+,3.3,3,
PHIL341-201601,PHIL341,W2016,A-,3.7,3,
PHIL341-201809,PHIL341,F2018,B+,3.3,3,
PHIL341-202101,PHIL341,W2021,A-,3.7,3,
PHIL341-202201,PHIL341,W2022,A-,3.7,3,
PHIL341-202301,PHIL341,W2023,B+,3.3,3,
PHIL341-202309,PHIL341,F2023,A-,3.7,3,
PHIL343-201209,PHIL343,F2012,B-,2.7,3,
PHIL343-201709,PHIL343,F2017,B,3.0,3,
PHIL343-201809,PHIL343,F2018,B,3.0,3,
PHIL343-201909,PHIL343,F2019,B,3.0,3,
PHIL343-202009,PHIL343,F2020,A-,3.7,3,
PHIL343-202109,PHIL343,F2021,B+,3.3,3,
PHIL343-202209,PHIL343,F2022,B-,2.7,3,
PHIL343-202309,PHIL343,F2023,B+,3.3,3,
PHIL345-201501,PHIL345,W2015,B,3.0,3,
PHIL345-201901,PHIL345,W2019,B,3.0,3,
PHIL345-202201,PHIL345,W2022,B+,3.3,3,
PHIL348-201409,PHIL348,F2014,B,3.0,3,
PHIL348-201509,PHIL348,F2015,B+,3.3,3,
PHIL348-201709,PHIL348,F2017,B+,3.3,3,
PHIL348-201901,PHIL348,W2019,B,3.0,3,
PHIL348-202009,PHIL348,F2020,B,3.0,3,
PHIL348-202201,PHIL348,W2022,B+,3.3,3,
PHIL348-202301,PHIL348,W2023,B+,3.3,3,
PHIL348-202309,PHIL348,F2023,B,3.0,3,
PHIL349-202301,PHIL349,W2023,B+,3.3,3,
PHIL353-201801,PHIL353,W2018,B+,3.3,3,
PHIL353-201901,PHIL353,W2019,B+,3.3,3,
PHIL353-202101,PHIL353,W2021,A-,3.7,3,
PHIL353-202201,PHIL353,W2022,B+,3.3,3,
PHIL353-202209,PHIL353,F2022,B+,3.3,3,
PHIL354-201701,PHIL354,W2017,B,3.0,3,
PHIL354-201909,PHIL354,F2019,B,3.0,3,
PHIL354-202109,PHIL354,F2021,B-,2.7,3,
PHIL354-202209,PHIL354,F2022,B,3.0,3,
PHIL354-202309,PHIL354,F2023,B+,3.3,3,
PHIL355-201701,PHIL355,W2017,B,3.0,3,
PHIL355-201801,PHIL355,W2018,B+,3.3,3,
PHIL355-201909,PHIL355,F2019,B+,3.3,3,
PHIL355-202009,PHIL355,F2020,B,3.0,3,
PHIL355-202201,PHIL355,W2022,B+,3.3,3,
PHIL355-202301,PHIL355,W2023,B,3.0,3,
PHIL355-202401,PHIL355,W2024,A-,3.7,3,
PHIL360-201609,PHIL360,F2016,B,3.0,3,
PHIL360-201809,PHIL360,F2018,B-,2.7,3,
PHIL360-201909,PHIL360,F2019,B+,3.3,3,
PHIL360-202009,PHIL360,F2020,B+,3.3,3,
PHIL360-202109,PHIL360,F2021,A-,3.7,3,
PHIL360-202209,PHIL360,F2022,B,3.0,3,
PHIL360-202309,PHIL360,F2023,A-,3.7,3,
PHIL361-201901,PHIL361,W2019,B,3.0,3,
PHIL361-202101,PHIL361,W2021,B+,3.3,3,
PHIL361-202401,PHIL361,W2024,B+,3.3,3,
PHIL367-201809,PHIL367,F2018,B+,3.3,3,
PHIL367-201909,PHIL367,F2019,C+,2.3,3,
PHIL367-202009,PHIL367,F2020,A-,3.7,3,
PHIL367-202301,PHIL367,W2023,C+,2.3,3,
PHIL367-202401,PHIL367,W2024,B+,3.3,3,
PHIL375-201209,PHIL375,F2012,B,3.0,3,
PHIL375-201509,PHIL375,F2015,B,3.0,3,
PHIL375-201609,PHIL375,F2016,B,3.0,3,
PHIL375-201709,PHIL375,F2017,B+,3.3,3,
PHIL375-201805,PHIL375,S2018,B+,3.3,3,
PHIL375-201809,PHIL375,F2018,B,3.0,3,
PHIL375-201905,PHIL375,S2019,B+,3.3,3,
PHIL375-201909,PHIL375,F2019,B,3.0,3,
PHIL375-202005,PHIL375,S2020,B+,3.3,3,
PHIL375-202009,PHIL375,F2020,B+,3.3,3,
PHIL375-202105,PHIL375,S2021,C+,2.3,3,
PHIL375-202109,PHIL375,F2021,B+,3.3,3,
PHIL375-202209,PHIL375,F2022,B+,3.3,3,
PHIL375-202309,PHIL375,F2023,B+,3.3,3,
PHIL375-202405,PHIL375,S2024,B+,3.3,3,
PHIL415-201701,PHIL415,W2017,B+,3.3,3,
PHIL415-202201,PHIL415,W2022,B+,3.3,3,
PHIL419-201909,PHIL419,F2019,B-,2.7,3,
PHIL419-202201,PHIL419,W2022,A-,3.7,3,
PHIL419-202401,PHIL419,W2024,A-,3.7,3,
PHIL421-202301,PHIL421,W2023,B+,3.3,3,
PHIL427-202301,PHIL427,W2023,A-,3.7,3,
PHIL436-201701,PHIL436,W2017,B+,3.3,3,
PHIL442-202009,PHIL442,F2020,B+,3.3,3,
PHIL444-202301,PHIL444,W2023,B+,3.3,3,
PHIL445-201909,PHIL445,F2019,B+,3.3,3,
PHIL453-202201,PHIL453,W2022,B+,3.3,3,
PHIL454-201709,PHIL454,F2017,A-,3.7,3,
PHIL454-201909,PHIL454,F2019,A-,3.7,3,
PHIL454-202101,PHIL454,W2021,A-,3.7,3,
PHIL454-202209,PHIL454,F2022,B+,3.3,3,
PHIL460-201709,PHIL460,F2017,B+,3.3,3,
PHIL460-201809,PHIL460,F2018,B+,3.3,3,
PHIL474-201601,PHIL474,W2016,B+,3.3,3,
PHIL474-202101,PHIL474,W2021,A-,3.7,3,
PHIL474-202301,PHIL474,W2023,A-,3.7,3,
PHIL475-202109,PHIL475,F2021,A-,3.7,3,
PHIL475-202309,PHIL475,F2023,A-,3.7,3,
PHIL480-202109,PHIL480,F2021,B,3.0,3,
PHIL481-202209,PHIL481,F2022,A,4.0,3,
PHIL481-202401,PHIL481,W2024,A-,3.7,3,
PHTH245-201409,PHTH245,F2014,A-,3.7,3,
PHTH245-201609,PHTH245,F2016,A-,3.7,3,
PHTH245-201809,PHTH245,F2018,A-,3.7,3,
PHTH245-201909,PHTH245,F2019,A-,3.7,3,
PHTH245-202009,PHTH245,F2020,A-,3.7,3,
PHTH245-202109,PHTH245,F2021,A-,3.7,3,
PHTH245-202209,PHTH245,F2022,A,4.0,3,
PHTH245-202309,PHTH245,F2023,A,4.0,3,
PHTH440-201509,PHTH440,F2015,A,4.0,3,
PHTH440-202209,PHTH440,F2022,A-,3.7,3,
PHTH450-201601,PHTH450,W2016,A,4.0,3,
PHTH550-201609,PHTH550,F2016,A-,3.7,7,
PHTH551-201609,PHTH551,F2016,A-,3.7,4,
PHTH552-201701,PHTH552,W2017,B+,3.3,5,
PHTH560-201701,PHTH560,W2017,B+,3.3,6,
PHTH561-201701,PHTH561,W2017,A-,3.7,5,
PHYS101-201209,PHYS101,F2012,B+,3.3,4,
PHYS101-201309,PHYS101,F2013,B,3.0,4,
PHYS101-201409,PHYS101,F2014,B+,3.3,4,
PHYS101-201509,PHYS101,F2015,B+,3.3,4,
PHYS101-201609,PHYS101,F2016,B+,3.3,4,
PHYS101-201709,PHYS101,F2017,B+,3.3,4,
PHYS101-201809,PHYS101,F2018,B+,3.3,4,
PHYS101-201909,PHYS101,F2019,B+,3.3,4,
PHYS101-202009,PHYS101,F2020,A,4.0,4,
PHYS101-202109,PHYS101,F2021,B+,3.3,4,
PHYS101-202209,PHYS101,F2022,B+,3.3,4,
PHYS101-202309,PHYS101,F2023,A-,3.7,4,
PHYS102-201301,PHYS102,W2013,B,3.0,4,
PHYS102-201401,PHYS102,W2014,B+,3.3,4,
PHYS102-201501,PHYS102,W2015,B+,3.3,4,
PHYS102-201601,PHYS102,W2016,B+,3.3,4,
PHYS102-201701,PHYS102,W2017,A-,3.7,4,
PHYS102-201801,PHYS102,W2018,A-,3.7,4,
PHYS102-201901,PHYS102,W2019,A-,3.7,4,
PHYS102-202101,PHYS102,W2021,A,4.0,4,
PHYS102-202201,PHYS102,W2022,A-,3.7,4,
PHYS102-202301,PHYS102,W2023,A-,3.7,4,
PHYS102-202401,PHYS102,W2024,A-,3.7,4,
PHYS131-201209,PHYS131,F2012,B-,2.7,4,
PHYS131-201309,PHYS131,F2013,B,3.0,4,
PHYS131-201409,PHYS131,F2014,B,3.0,4,
PHYS131-201509,PHYS131,F2015,B,3.0,4,
PHYS131-201609,PHYS131,F2016,B,3.0,4,
PHYS131-201709,PHYS131,F2017,B,3.0,4,
PHYS131-201809,PHYS131,F2018,B+,3.3,4,
PHYS131-201909,PHYS131,F2019,B,3.0,4,
PHYS131-202009,PHYS131,F2020,A-,3.7,4,
PHYS131-202109,PHYS131,F2021,B+,3.3,4,
PHYS131-202209,PHYS131,F2022,B+,3.3,4,
PHYS131-202309,PHYS131,F2023,B+,3.3,4,
PHYS142-201301,PHYS142,W2013,B,3.0,4,
PHYS142-201401,PHYS142,W2014,B-,2.7,4,
PHYS142-201501,PHYS142,W2015,B+,3.3,4,
PHYS142-201601,PHYS142,W2016,B+,3.3,4,
PHYS142-201701,PHYS142,W2017,A-,3.7,4,
PHYS142-201801,PHYS142,W2018,A-,3.7,4,
PHYS142-201901,PHYS142,W2019,B+,3.3,4,
PHYS142-202101,PHYS142,W2021,A,4.0,4,
PHYS142-202201,PHYS142,W2022,A-,3.7,4,
PHYS142-202301,PHYS142,W2023,B+,3.3,4,
PHYS142-202401,PHYS142,W2024,B+,3.3,4,
PHYS180-201109,PHYS180,F2011,B,3.0,3,
PHYS180-201409,PHYS180,F2014,A-,3.7,3,
PHYS180-201509,PHYS180,F2015,B+,3.3,3,
PHYS180-201609,PHYS180,F2016,A-,3.7,3,
PHYS180-201709,PHYS180,F2017,A-,3.7,3,
PHYS180-201809,PHYS180,F2018,B+,3.3,3,
PHYS180-201909,PHYS180,F2019,B+,3.3,3,
PHYS180-202009,PHYS180,F2020,A,4.0,3,
PHYS180-202109,PHYS180,F2021,B+,3.3,3,
PHYS180-202209,PHYS180,F2022,B,3.0,3,
PHYS180-202309,PHYS180,F2023,B+,3.3,3,
PHYS181-201309,PHYS181,F2013,B,3.0,3,
PHYS181-201701,PHYS181,W2017,A,4.0,3,
PHYS181-201801,PHYS181,W2018,A-,3.7,3,
PHYS181-201901,PHYS181,W2019,A,4.0,3,
PHYS181-202101,PHYS181,W2021,A-,3.7,3,
PHYS181-202201,PHYS181,W2022,B+,3.3,3,
PHYS181-202301,PHYS181,W2023,A-,3.7,3,
PHYS181-202401,PHYS181,W2024,B+,3.3,3,
PHYS182-201509,PHYS182,F2015,B+,3.3,3,
PHYS182-201609,PHYS182,F2016,B,3.0,3,
PHYS182-201709,PHYS182,F2017,A-,3.7,3,
PHYS182-201809,PHYS182,F2018,B+,3.3,3,
PHYS182-202009,PHYS182,F2020,A-,3.7,3,
PHYS182-202109,PHYS182,F2021,B+,3.3,3,
PHYS182-202209,PHYS182,F2022,B,3.0,3,
PHYS183-201201,PHYS183,W2012,B+,3.3,3,
PHYS183-201401,PHYS183,W2014,B+,3.3,3,
PHYS183-201501,PHYS183,W2015,A-,3.7,3,
PHYS183-201601,PHYS183,W2016,A-,3.7,3,
PHYS183-201701,PHYS183,W2017,B+,3.3,3,
PHYS183-201801,PHYS183,W2018,B+,3.3,3,
PHYS183-201901,PHYS183,W2019,B+,3.3,3,
PHYS183-202101,PHYS183,W2021,B+,3.3,3,
PHYS183-202201,PHYS183,W2022,B+,3.3,3,
PHYS183-202301,PHYS183,W2023,A-,3.7,3,
PHYS183-202401,PHYS183,W2024,B+,3.3,3,
PHYS186-201801,PHYS186,W2018,B+,3.3,3,
PHYS186-201901,PHYS186,W2019,A-,3.7,3,
PHYS186-202101,PHYS186,W2021,A,4.0,3,
PHYS186-202201,PHYS186,W2022,A-,3.7,3,
PHYS214-201309,PHYS214,F2013,B+,3.3,3,
PHYS214-201609,PHYS214,F2016,B+,3.3,3,
PHYS214-201709,PHYS214,F2017,B,3.0,3,
PHYS214-201909,PHYS214,F2019,B+,3.3,3,
PHYS224-201309,PHYS224,F2013,B,3.0,3,
PHYS224-201409,PHYS224,F2014,B+,3.3,3,
PHYS224-201509,PHYS224,F2015,B+,3.3,3,
PHYS224-201609,PHYS224,F2016,B+,3.3,3,
PHYS224-201709,PHYS224,F2017,A-,3.7,3,
PHYS224-201809,PHYS224,F2018,B+,3.3,3,
PHYS224-201909,PHYS224,F2019,A-,3.7,3,
PHYS224-202009,PHYS224,F2020,A-,3.7,3,
PHYS224-202109,PHYS224,F2021,A-,3.7,3,
PHYS224-202209,PHYS224,F2022,A-,3.7,3,
PHYS224-202309,PHYS224,F2023,A-,3.7,3,
PHYS230-201509,PHYS230,F2015,B-,2.7,3,
PHYS230-201609,PHYS230,F2016,B+,3.3,3,
PHYS230-201709,PHYS230,F2017,B+,3.3,3,
PHYS230-201809,PHYS230,F2018,B+,3.3,3,
PHYS230-201909,PHYS230,F2019,B+,3.3,3,
PHYS230-202009,PHYS230,F2020,A-,3.7,3,
PHYS230-202109,PHYS230,F2021,B+,3.3,3,
PHYS230-202209,PHYS230,F2022,B+,3.3,3,
PHYS230-202309,PHYS230,F2023,B+,3.3,3,
PHYS232-201601,PHYS232,W2016,B-,2.7,3,
PHYS232-201701,PHYS232,W2017,B,3.0,3,
PHYS232-201801,PHYS232,W2018,A,4.0,3,
PHYS232-201901,PHYS232,W2019,A-,3.7,3,
PHYS232-202101,PHYS232,W2021,A-,3.7,3,
PHYS232-202201,PHYS232,W2022,A-,3.7,3,
PHYS232-202301,PHYS232,W2023,B+,3.3,3,
PHYS232-202401,PHYS232,W2024,B+,3.3,3,
PHYS241-201601,PHYS241,W2016,B-,2.7,3,
PHYS241-201701,PHYS241,W2017,B,3.0,3,
PHYS241-201801,PHYS241,W2018,B+,3.3,3,
PHYS241-201901,PHYS241,W2019,B+,3.3,3,
PHYS241-202101,PHYS241,W2021,A-,3.7,3,
PHYS241-202201,PHYS241,W2022,B+,3.3,3,
PHYS241-202301,PHYS241,W2023,B,3.0,3,
PHYS241-202401,PHYS241,W2024,A-,3.7,3,
PHYS242-201709,PHYS242,F2017,B+,3.3,2,
PHYS242-201809,PHYS242,F2018,B,3.0,2,
PHYS242-202009,PHYS242,F2020,A-,3.7,2,
PHYS242-202209,PHYS242,F2022,B+,3.3,2,
PHYS242-202309,PHYS242,F2023,B+,3.3,2,
PHYS251-201509,PHYS251,F2015,B+,3.3,3,
PHYS251-201609,PHYS251,F2016,B+,3.3,3,
PHYS251-201709,PHYS251,F2017,B+,3.3,3,
PHYS251-201809,PHYS251,F2018,B+,3.3,3,
PHYS251-201909,PHYS251,F2019,B+,3.3,3,
PHYS251-202009,PHYS251,F2020,B+,3.3,3,
PHYS251-202109,PHYS251,F2021,B+,3.3,3,
PHYS251-202209,PHYS251,F2022,B+,3.3,3,
PHYS251-202309,PHYS251,F2023,B+,3.3,3,
PHYS253-201509,PHYS253,F2015,A-,3.7,3,
PHYS253-201609,PHYS253,F2016,A-,3.7,3,
PHYS253-201709,PHYS253,F2017,A-,3.7,3,
PHYS253-201809,PHYS253,F2018,A-,3.7,3,
PHYS253-201909,PHYS253,F2019,A-,3.7,3,
PHYS253-202009,PHYS253,F2020,A,4.0,3,
PHYS253-202109,PHYS253,F2021,A-,3.7,3,
PHYS253-202209,PHYS253,F2022,B-,2.7,3,
PHYS253-202309,PHYS253,F2023,A-,3.7,3,
PHYS257-201509,PHYS257,F2015,B+,3.3,3,
PHYS257-201609,PHYS257,F2016,B+,3.3,3,
PHYS257-201709,PHYS257,F2017,A-,3.7,3,
PHYS257-201809,PHYS257,F2018,A-,3.7,3,
PHYS257-201909,PHYS257,F2019,A-,3.7,3,
PHYS257-202009,PHYS257,F2020,A-,3.7,3,
PHYS257-202109,PHYS257,F2021,A-,3.7,3,
PHYS257-202209,PHYS257,F2022,A-,3.7,3,
PHYS257-202309,PHYS257,F2023,A-,3.7,3,
PHYS258-201601,PHYS258,W2016,B+,3.3,3,
PHYS258-201701,PHYS258,W2017,A-,3.7,3,
PHYS258-201801,PHYS258,W2018,A-,3.7,3,
PHYS258-201901,PHYS258,W2019,A-,3.7,3,
PHYS258-202101,PHYS258,W2021,A-,3.7,3,
PHYS258-202201,PHYS258,W2022,A-,3.7,3,
PHYS258-202301,PHYS258,W2023,A,4.0,3,
PHYS258-202401,PHYS258,W2024,A,4.0,3,
PHYS260-201509,PHYS260,F2015,B+,3.3,3,
PHYS260-201609,PHYS260,F2016,B+,3.3,3,
PHYS260-201709,PHYS260,F2017,B+,3.3,3,
PHYS260-201809,PHYS260,F2018,A-,3.7,3,
PHYS260-201909,PHYS260,F2019,A-,3.7,3,
PHYS260-202009,PHYS260,F2020,A-,3.7,3,
PHYS260-202109,PHYS260,F2021,A-,3.7,3,
PHYS260-202209,PHYS260,F2022,A-,3.7,3,
PHYS260-202309,PHYS260,F2023,A-,3.7,3,
PHYS271-201501,PHYS271,W2015,B,3.0,3,
PHYS271-201601,PHYS271,W2016,B,3.0,3,
PHYS271-201701,PHYS271,W2017,B+,3.3,3,
PHYS319-202101,PHYS319,W2021,A-,3.7,3,
PHYS319-202201,PHYS319,W2022,A-,3.7,3,
PHYS319-202301,PHYS319,W2023,A-,3.7,3,
PHYS319-202401,PHYS319,W2024,A,4.0,3,
PHYS320-202009,PHYS320,F2020,A,4.0,3,
PHYS320-202109,PHYS320,F2021,A-,3.7,3,
PHYS320-202209,PHYS320,F2022,A,4.0,3,
PHYS320-202309,PHYS320,F2023,A-,3.7,3,
PHYS321-202101,PHYS321,W2021,A,4.0,3,
PHYS328-201709,PHYS328,F2017,A-,3.7,3,
PHYS328-201809,PHYS328,F2018,A-,3.7,3,
PHYS328-201909,PHYS328,F2019,B,3.0,3,
PHYS331-201901,PHYS331,W2019,B+,3.3,3,
PHYS331-202101,PHYS331,W2021,A,4.0,3,
PHYS331-202201,PHYS331,W2022,A-,3.7,3,
PHYS331-202301,PHYS331,W2023,B+,3.3,3,
PHYS331-202401,PHYS331,W2024,A-,3.7,3,
PHYS333-201701,PHYS333,W2017,B+,3.3,3,
PHYS333-201901,PHYS333,W2019,B+,3.3,3,
PHYS333-202201,PHYS333,W2022,A-,3.7,3,
PHYS333-202301,PHYS333,W2023,A-,3.7,3,
PHYS333-202401,PHYS333,W2024,A-,3.7,3,
